State,Date,Hourly Demand Met (in MW)
Uttar Pradesh - 2024,21-Jan 10am,18006.26
Uttar Pradesh - 2024,21-Jan 11am,18663.99
Uttar Pradesh - 2024,21-Jan 12pm,18826.95
Uttar Pradesh - 2024,21-Jan 1pm,17795.62
Uttar Pradesh - 2024,21-Jan 2pm,16499.60
Uttar Pradesh - 2024,21-Jan 3pm,14722.56
Uttar Pradesh - 2024,21-Jan 4pm,13752.14
Uttar Pradesh - 2024,21-Jan 5pm,17394.10
Uttar Pradesh - 2024,21-Jan 6pm,20666.26
Uttar Pradesh - 2024,21-Jan 7pm,21698.90
Uttar Pradesh - 2024,21-Jan 8pm,21156.95
Uttar Pradesh - 2024,21-Jan 9pm,19718.04
Uttar Pradesh - 2024,21-Jan 10pm,17507.15
Uttar Pradesh - 2024,21-Jan 11pm,15421.98
Uttar Pradesh - 2024,22-Jan 12am,13797.35
Uttar Pradesh - 2024,22-Jan 1am,12849.58
Uttar Pradesh - 2024,22-Jan 2am,12328.40
Uttar Pradesh - 2024,22-Jan 3am,12154.53
Uttar Pradesh - 2024,22-Jan 4am,12613.02
Uttar Pradesh - 2024,22-Jan 5am,14224.80
Uttar Pradesh - 2024,22-Jan 6am,16464.76
Uttar Pradesh - 2024,22-Jan 7am,18200.20
Uttar Pradesh - 2024,22-Jan 8am,18720.63
Uttar Pradesh - 2024,22-Jan 9am,18942.04
Uttar Pradesh - 2024,22-Jan 10am,19772.40
Uttar Pradesh - 2024,22-Jan 11am,20659.34
Uttar Pradesh - 2024,22-Jan 12pm,21606.04
Uttar Pradesh - 2024,22-Jan 1pm,21234.03
Uttar Pradesh - 2024,22-Jan 2pm,19651.35
Uttar Pradesh - 2024,22-Jan 3pm,18582.79
Uttar Pradesh - 2024,22-Jan 4pm,18218.51
Uttar Pradesh - 2024,22-Jan 5pm,18459.81
Uttar Pradesh - 2024,22-Jan 6pm,20177.89
Uttar Pradesh - 2024,22-Jan 7pm,21275.79
Uttar Pradesh - 2024,22-Jan 8pm,21153.61
Uttar Pradesh - 2024,22-Jan 9pm,19623.04
Uttar Pradesh - 2024,22-Jan 10pm,17140.40
Uttar Pradesh - 2024,22-Jan 11pm,14963.46
Uttar Pradesh - 2024,23-Jan 12am,13426.76
Uttar Pradesh - 2024,23-Jan 1am,12521.84
Uttar Pradesh - 2024,23-Jan 2am,12048.19
Uttar Pradesh - 2024,23-Jan 3am,11816.35
Uttar Pradesh - 2024,23-Jan 4am,12162.25
Uttar Pradesh - 2024,23-Jan 5am,12726.25
Uttar Pradesh - 2024,23-Jan 6am,13568.87
Uttar Pradesh - 2024,23-Jan 7am,14918.01
Uttar Pradesh - 2024,23-Jan 8am,16626.11
Uttar Pradesh - 2024,23-Jan 9am,17477.54
Uttar Pradesh - 2024,23-Jan 10am,18571.37
Uttar Pradesh - 2024,23-Jan 11am,18476.65
Uttar Pradesh - 2024,23-Jan 12pm,18760.96
Uttar Pradesh - 2024,23-Jan 1pm,18400.74
Uttar Pradesh - 2024,23-Jan 2pm,16660.07
Uttar Pradesh - 2024,23-Jan 3pm,14768.43
Uttar Pradesh - 2024,23-Jan 4pm,14107.70
Uttar Pradesh - 2024,23-Jan 5pm,17542.00
Uttar Pradesh - 2024,23-Jan 6pm,19713.16
Uttar Pradesh - 2024,23-Jan 7pm,20579.15
Uttar Pradesh - 2024,23-Jan 8pm,21513.67
Uttar Pradesh - 2024,23-Jan 9pm,20237.20
Uttar Pradesh - 2024,23-Jan 10pm,18029.76
Uttar Pradesh - 2024,23-Jan 11pm,15687.28
Uttar Pradesh - 2024,24-Jan 12am,13915.52
Uttar Pradesh - 2024,24-Jan 1am,12910.97
Uttar Pradesh - 2024,24-Jan 2am,12357.10
Uttar Pradesh - 2024,24-Jan 3am,12048.41
Uttar Pradesh - 2024,24-Jan 4am,12437.20
Uttar Pradesh - 2024,24-Jan 5am,13641.14
Uttar Pradesh - 2024,24-Jan 6am,15352.57
Uttar Pradesh - 2024,24-Jan 7am,16260.39
Uttar Pradesh - 2024,24-Jan 8am,16754.65
Uttar Pradesh - 2024,24-Jan 9am,16909.22
Uttar Pradesh - 2024,24-Jan 10am,18004.35
Uttar Pradesh - 2024,24-Jan 11am,18288.64
Uttar Pradesh - 2024,24-Jan 12pm,18567.42
Uttar Pradesh - 2024,24-Jan 1pm,19107.48
Uttar Pradesh - 2024,24-Jan 2pm,18258.20
Uttar Pradesh - 2024,24-Jan 3pm,15742.41
Uttar Pradesh - 2024,24-Jan 4pm,14159.66
Uttar Pradesh - 2024,24-Jan 5pm,17292.82
Uttar Pradesh - 2024,24-Jan 6pm,19055.23
Uttar Pradesh - 2024,24-Jan 7pm,19706.68
Uttar Pradesh - 2024,24-Jan 8pm,20904.53
Uttar Pradesh - 2024,24-Jan 9pm,20414.34
Uttar Pradesh - 2024,24-Jan 10pm,18214.62
Uttar Pradesh - 2024,24-Jan 11pm,15986.67
Uttar Pradesh - 2024,25-Jan 12am,14265.21
Uttar Pradesh - 2024,25-Jan 1am,13212.40
Uttar Pradesh - 2024,25-Jan 2am,12711.66
Uttar Pradesh - 2024,25-Jan 3am,12462.98
Uttar Pradesh - 2024,25-Jan 4am,12854.43
Uttar Pradesh - 2024,25-Jan 5am,14148.28
Uttar Pradesh - 2024,25-Jan 6am,15112.34
Uttar Pradesh - 2024,25-Jan 7am,15857.45
Uttar Pradesh - 2024,25-Jan 8am,16396.77
Uttar Pradesh - 2024,25-Jan 9am,17134.87
Uttar Pradesh - 2024,25-Jan 10am,18365.49
Uttar Pradesh - 2024,25-Jan 11am,18977.35
Uttar Pradesh - 2024,25-Jan 12pm,18960.07
Uttar Pradesh - 2024,25-Jan 1pm,18588.97
Uttar Pradesh - 2024,25-Jan 2pm,17400.71
Uttar Pradesh - 2024,25-Jan 3pm,15264.76
Uttar Pradesh - 2024,25-Jan 4pm,14541.17
Uttar Pradesh - 2024,25-Jan 5pm,17570.79
Uttar Pradesh - 2024,25-Jan 6pm,18880.41
Uttar Pradesh - 2024,25-Jan 7pm,19407.64
Uttar Pradesh - 2024,25-Jan 8pm,20744.76
Uttar Pradesh - 2024,25-Jan 9pm,20246.69
Uttar Pradesh - 2024,25-Jan 10pm,18258.21
Uttar Pradesh - 2024,25-Jan 11pm,16027.06
Uttar Pradesh - 2024,26-Jan 12am,14318.26
Uttar Pradesh - 2024,26-Jan 1am,13262.09
Uttar Pradesh - 2024,26-Jan 2am,12688.19
Uttar Pradesh - 2024,26-Jan 3am,12507.78
Uttar Pradesh - 2024,26-Jan 4am,12978.84
Uttar Pradesh - 2024,26-Jan 5am,14279.49
Uttar Pradesh - 2024,26-Jan 6am,16126.21
Uttar Pradesh - 2024,26-Jan 7am,18110.17
Uttar Pradesh - 2024,26-Jan 8am,18955.63
Uttar Pradesh - 2024,26-Jan 9am,19515.56
Uttar Pradesh - 2024,26-Jan 10am,21529.81
Uttar Pradesh - 2024,26-Jan 11am,22289.01
Uttar Pradesh - 2024,26-Jan 12pm,20928.31
Uttar Pradesh - 2024,26-Jan 1pm,18657.05
Uttar Pradesh - 2024,26-Jan 2pm,16354.11
Uttar Pradesh - 2024,26-Jan 3pm,14972.75
Uttar Pradesh - 2024,26-Jan 4pm,14730.85
Uttar Pradesh - 2024,26-Jan 5pm,16425.38
Uttar Pradesh - 2024,26-Jan 6pm,20026.26
Uttar Pradesh - 2024,26-Jan 7pm,21079.18
Uttar Pradesh - 2024,26-Jan 8pm,20487.46
Uttar Pradesh - 2024,26-Jan 9pm,19040.78
Uttar Pradesh - 2024,26-Jan 10pm,16733.87
Uttar Pradesh - 2024,26-Jan 11pm,14632.34
Uttar Pradesh - 2024,27-Jan 12am,13163.60
Uttar Pradesh - 2024,27-Jan 1am,12217.45
Uttar Pradesh - 2024,27-Jan 2am,11733.26
Uttar Pradesh - 2024,27-Jan 3am,11565.98
Uttar Pradesh - 2024,27-Jan 4am,11999.56
Uttar Pradesh - 2024,27-Jan 5am,12917.38
Uttar Pradesh - 2024,27-Jan 6am,14328.93
Uttar Pradesh - 2024,27-Jan 7am,15988.94
Uttar Pradesh - 2024,27-Jan 8am,16603.88
Uttar Pradesh - 2024,27-Jan 9am,16949.40
Uttar Pradesh - 2024,27-Jan 10am,18233.68
Uttar Pradesh - 2024,27-Jan 11am,18714.98
Uttar Pradesh - 2024,27-Jan 12pm,18004.38
Uttar Pradesh - 2024,27-Jan 1pm,16121.99
Uttar Pradesh - 2024,27-Jan 2pm,14260.71
Uttar Pradesh - 2024,27-Jan 3pm,12522.10
Uttar Pradesh - 2024,27-Jan 4pm,12023.87
Uttar Pradesh - 2024,27-Jan 5pm,16191.60
Uttar Pradesh - 2024,27-Jan 6pm,20241.78
Uttar Pradesh - 2024,27-Jan 7pm,21160.95
Uttar Pradesh - 2024,27-Jan 8pm,20801.90
Uttar Pradesh - 2024,27-Jan 9pm,19318.55
Uttar Pradesh - 2024,27-Jan 10pm,17107.14
Uttar Pradesh - 2024,27-Jan 11pm,15017.52
Uttar Pradesh - 2024,28-Jan 12am,13510.49
Uttar Pradesh - 2024,28-Jan 1am,12628.23
Uttar Pradesh - 2024,28-Jan 2am,12152.73
Uttar Pradesh - 2024,28-Jan 3am,11967.44
Uttar Pradesh - 2024,28-Jan 4am,12337.84
Uttar Pradesh - 2024,28-Jan 5am,13384.53
Uttar Pradesh - 2024,28-Jan 6am,14359.25
Uttar Pradesh - 2024,28-Jan 7am,15788.32
Uttar Pradesh - 2024,28-Jan 8am,16872.27
Uttar Pradesh - 2024,28-Jan 9am,17646.97
Uttar Pradesh - 2024,28-Jan 10am,18416.68
Uttar Pradesh - 2024,28-Jan 11am,18126.64
Uttar Pradesh - 2024,28-Jan 12pm,17385.95
Uttar Pradesh - 2024,28-Jan 1pm,16091.07
Uttar Pradesh - 2024,28-Jan 2pm,13783.01
Uttar Pradesh - 2024,28-Jan 3pm,12385.67
Uttar Pradesh - 2024,28-Jan 4pm,13067.28
Uttar Pradesh - 2024,28-Jan 5pm,17270.72
Uttar Pradesh - 2024,28-Jan 6pm,20734.71
Uttar Pradesh - 2024,28-Jan 7pm,21460.36
Uttar Pradesh - 2024,28-Jan 8pm,20634.11
Uttar Pradesh - 2024,28-Jan 9pm,19129.10
Uttar Pradesh - 2024,28-Jan 10pm,16848.55
Uttar Pradesh - 2024,28-Jan 11pm,14777.39
Uttar Pradesh - 2024,29-Jan 12am,13293.77
Uttar Pradesh - 2024,29-Jan 1am,12355.14
Uttar Pradesh - 2024,29-Jan 2am,11952.95
Uttar Pradesh - 2024,29-Jan 3am,11873.13
Uttar Pradesh - 2024,29-Jan 4am,12414.07
Uttar Pradesh - 2024,29-Jan 5am,13581.66
Uttar Pradesh - 2024,29-Jan 6am,14461.13
Uttar Pradesh - 2024,29-Jan 7am,15544.58
Uttar Pradesh - 2024,29-Jan 8am,16949.08
Uttar Pradesh - 2024,29-Jan 9am,17795.22
Uttar Pradesh - 2024,29-Jan 10am,18816.84
Uttar Pradesh - 2024,29-Jan 11am,19024.02
Uttar Pradesh - 2024,29-Jan 12pm,17932.87
Uttar Pradesh - 2024,29-Jan 1pm,15866.71
Uttar Pradesh - 2024,29-Jan 2pm,13612.62
Uttar Pradesh - 2024,29-Jan 3pm,11844.87
Uttar Pradesh - 2024,29-Jan 4pm,13080.69
Uttar Pradesh - 2024,29-Jan 5pm,16306.13
Uttar Pradesh - 2024,29-Jan 6pm,19190.33
Uttar Pradesh - 2024,29-Jan 7pm,19728.17
Uttar Pradesh - 2024,29-Jan 8pm,20305.27
Uttar Pradesh - 2024,29-Jan 9pm,19199.52
Uttar Pradesh - 2024,29-Jan 10pm,17107.30
Uttar Pradesh - 2024,29-Jan 11pm,14890.50
Uttar Pradesh - 2024,30-Jan 12am,13426.89
Uttar Pradesh - 2024,30-Jan 1am,12575.76
Uttar Pradesh - 2024,30-Jan 2am,12120.39
Uttar Pradesh - 2024,30-Jan 3am,11978.23
Uttar Pradesh - 2024,30-Jan 4am,12506.79
Uttar Pradesh - 2024,30-Jan 5am,13933.46
Uttar Pradesh - 2024,30-Jan 6am,14671.95
Uttar Pradesh - 2024,30-Jan 7am,14713.17
Uttar Pradesh - 2024,30-Jan 8am,16337.06
Uttar Pradesh - 2024,30-Jan 9am,16913.03
Uttar Pradesh - 2024,30-Jan 10am,18108.88
Uttar Pradesh - 2024,30-Jan 11am,18392.89
Uttar Pradesh - 2024,30-Jan 12pm,17654.22
Uttar Pradesh - 2024,30-Jan 1pm,15765.93
Uttar Pradesh - 2024,30-Jan 2pm,14021.27
Uttar Pradesh - 2024,30-Jan 3pm,12431.41
Uttar Pradesh - 2024,30-Jan 4pm,12726.76
Uttar Pradesh - 2024,30-Jan 5pm,16181.01
Uttar Pradesh - 2024,30-Jan 6pm,18354.30
Uttar Pradesh - 2024,30-Jan 7pm,17993.56
Uttar Pradesh - 2024,30-Jan 8pm,18995.33
Uttar Pradesh - 2024,30-Jan 9pm,18357.03
Uttar Pradesh - 2024,30-Jan 10pm,16273.25
Uttar Pradesh - 2024,30-Jan 11pm,14414.59
Uttar Pradesh - 2024,31-Jan 12am,13077.55
Uttar Pradesh - 2024,31-Jan 1am,12289.36
Uttar Pradesh - 2024,31-Jan 2am,11870.76
Uttar Pradesh - 2024,31-Jan 3am,11781.59
Uttar Pradesh - 2024,31-Jan 4am,12249.96
Uttar Pradesh - 2024,31-Jan 5am,13719.11
Uttar Pradesh - 2024,31-Jan 6am,13930.72
Uttar Pradesh - 2024,31-Jan 7am,14528.99
Uttar Pradesh - 2024,31-Jan 8am,16287.34
Uttar Pradesh - 2024,31-Jan 9am,17122.59
Uttar Pradesh - 2024,31-Jan 10am,18099.29
Uttar Pradesh - 2024,31-Jan 11am,17711.34
Uttar Pradesh - 2024,31-Jan 12pm,16797.66
Uttar Pradesh - 2024,31-Jan 1pm,15289.71
Uttar Pradesh - 2024,31-Jan 2pm,13051.80
Uttar Pradesh - 2024,31-Jan 3pm,11881.46
Uttar Pradesh - 2024,31-Jan 4pm,12239.42
Uttar Pradesh - 2024,31-Jan 5pm,15167.87
Uttar Pradesh - 2024,31-Jan 6pm,17827.11
Uttar Pradesh - 2024,31-Jan 7pm,18242.41
Uttar Pradesh - 2024,31-Jan 8pm,18189.12
Uttar Pradesh - 2024,31-Jan 9pm,16520.07
Uttar Pradesh - 2024,31-Jan 10pm,14577.65
Uttar Pradesh - 2024,31-Jan 11pm,12613.75
Uttar Pradesh - 2024,01-Feb 12am,11147.12
Uttar Pradesh - 2024,01-Feb 1am,10198.56
Uttar Pradesh - 2024,01-Feb 2am,9570.57
Uttar Pradesh - 2024,01-Feb 3am,9193.87
Uttar Pradesh - 2024,01-Feb 4am,9370.26
Uttar Pradesh - 2024,01-Feb 5am,10449.31
Uttar Pradesh - 2024,01-Feb 6am,10947.13
Uttar Pradesh - 2024,01-Feb 7am,11988.09
Uttar Pradesh - 2024,01-Feb 8am,12886.36
Uttar Pradesh - 2024,01-Feb 9am,14056.89
Uttar Pradesh - 2024,01-Feb 10am,14224.46
Uttar Pradesh - 2024,01-Feb 11am,13841.34
Uttar Pradesh - 2024,01-Feb 12pm,12633.97
Uttar Pradesh - 2024,01-Feb 1pm,12309.25
Uttar Pradesh - 2024,01-Feb 2pm,11657.27
Uttar Pradesh - 2024,01-Feb 3pm,11490.95
Uttar Pradesh - 2024,01-Feb 4pm,11310.43
Uttar Pradesh - 2024,01-Feb 5pm,15029.28
Uttar Pradesh - 2024,01-Feb 6pm,18355.16
Uttar Pradesh - 2024,01-Feb 7pm,18716.21
Uttar Pradesh - 2024,01-Feb 8pm,18553.07
Uttar Pradesh - 2024,01-Feb 9pm,17068.97
Uttar Pradesh - 2024,01-Feb 10pm,15091.14
Uttar Pradesh - 2024,01-Feb 11pm,13300.67
Uttar Pradesh - 2024,02-Feb 12am,12037.44
Uttar Pradesh - 2024,02-Feb 1am,11376.58
Uttar Pradesh - 2024,02-Feb 2am,10934.76
Uttar Pradesh - 2024,02-Feb 3am,10858.41
Uttar Pradesh - 2024,02-Feb 4am,11354.04
Uttar Pradesh - 2024,02-Feb 5am,12909.54
Uttar Pradesh - 2024,02-Feb 6am,13221.13
Uttar Pradesh - 2024,02-Feb 7am,13971.00
Uttar Pradesh - 2024,02-Feb 8am,14062.46
Uttar Pradesh - 2024,02-Feb 9am,15100.78
Uttar Pradesh - 2024,02-Feb 10am,16300.90
Uttar Pradesh - 2024,02-Feb 11am,16342.07
Uttar Pradesh - 2024,02-Feb 12pm,14598.01
Uttar Pradesh - 2024,02-Feb 1pm,12853.60
Uttar Pradesh - 2024,02-Feb 2pm,11436.08
Uttar Pradesh - 2024,02-Feb 3pm,10447.01
Uttar Pradesh - 2024,02-Feb 4pm,10084.20
Uttar Pradesh - 2024,02-Feb 5pm,13720.70
Uttar Pradesh - 2024,02-Feb 6pm,17355.65
Uttar Pradesh - 2024,02-Feb 7pm,18526.47
Uttar Pradesh - 2024,02-Feb 8pm,18281.76
Uttar Pradesh - 2024,02-Feb 9pm,16850.59
Uttar Pradesh - 2024,02-Feb 10pm,14828.35
Uttar Pradesh - 2024,02-Feb 11pm,12975.61
Uttar Pradesh - 2024,03-Feb 12am,11808.76
Uttar Pradesh - 2024,03-Feb 1am,11049.56
Uttar Pradesh - 2024,03-Feb 2am,10684.81
Uttar Pradesh - 2024,03-Feb 3am,10650.10
Uttar Pradesh - 2024,03-Feb 4am,11158.53
Uttar Pradesh - 2024,03-Feb 5am,12663.42
Uttar Pradesh - 2024,03-Feb 6am,13881.57
Uttar Pradesh - 2024,03-Feb 7am,14421.63
Uttar Pradesh - 2024,03-Feb 8am,14273.05
Uttar Pradesh - 2024,03-Feb 9am,14474.98
Uttar Pradesh - 2024,03-Feb 10am,15030.61
Uttar Pradesh - 2024,03-Feb 11am,14714.20
Uttar Pradesh - 2024,03-Feb 12pm,13548.41
Uttar Pradesh - 2024,03-Feb 1pm,12041.97
Uttar Pradesh - 2024,03-Feb 2pm,11196.61
Uttar Pradesh - 2024,03-Feb 3pm,10701.77
Uttar Pradesh - 2024,03-Feb 4pm,11263.99
Uttar Pradesh - 2024,03-Feb 5pm,14584.69
Uttar Pradesh - 2024,03-Feb 6pm,18278.53
Uttar Pradesh - 2024,03-Feb 7pm,19189.66
Uttar Pradesh - 2024,03-Feb 8pm,18480.63
Uttar Pradesh - 2024,03-Feb 9pm,16890.83
Uttar Pradesh - 2024,03-Feb 10pm,14957.49
Uttar Pradesh - 2024,03-Feb 11pm,13328.65
Uttar Pradesh - 2024,04-Feb 12am,12208.73
Uttar Pradesh - 2024,04-Feb 1am,11444.91
Uttar Pradesh - 2024,04-Feb 2am,11045.84
Uttar Pradesh - 2024,04-Feb 3am,10907.54
Uttar Pradesh - 2024,04-Feb 4am,11167.58
Uttar Pradesh - 2024,04-Feb 5am,12333.33
Uttar Pradesh - 2024,04-Feb 6am,12848.78
Uttar Pradesh - 2024,04-Feb 7am,13104.98
Uttar Pradesh - 2024,04-Feb 8am,13301.35
Uttar Pradesh - 2024,04-Feb 9am,13783.83
Uttar Pradesh - 2024,04-Feb 10am,14531.17
Uttar Pradesh - 2024,04-Feb 11am,15259.90
Uttar Pradesh - 2024,04-Feb 12pm,15063.36
Uttar Pradesh - 2024,04-Feb 1pm,13620.21
Uttar Pradesh - 2024,04-Feb 2pm,12407.46
Uttar Pradesh - 2024,04-Feb 3pm,10782.67
Uttar Pradesh - 2024,04-Feb 4pm,9836.96
Uttar Pradesh - 2024,04-Feb 5pm,13506.58
Uttar Pradesh - 2024,04-Feb 6pm,16968.77
Uttar Pradesh - 2024,04-Feb 7pm,17388.49
Uttar Pradesh - 2024,04-Feb 8pm,16010.74
Uttar Pradesh - 2024,04-Feb 9pm,14072.12
Uttar Pradesh - 2024,04-Feb 10pm,11987.02
Uttar Pradesh - 2024,04-Feb 11pm,10463.86
Uttar Pradesh - 2024,05-Feb 12am,9228.17
Uttar Pradesh - 2024,05-Feb 1am,8375.80
Uttar Pradesh - 2024,05-Feb 2am,7929.98
Uttar Pradesh - 2024,05-Feb 3am,7809.07
Uttar Pradesh - 2024,05-Feb 4am,8077.78
Uttar Pradesh - 2024,05-Feb 5am,8908.03
Uttar Pradesh - 2024,05-Feb 6am,9218.77
Uttar Pradesh - 2024,05-Feb 7am,9869.19
Uttar Pradesh - 2024,05-Feb 8am,11671.69
Uttar Pradesh - 2024,05-Feb 9am,13541.46
Uttar Pradesh - 2024,05-Feb 10am,15070.37
Uttar Pradesh - 2024,05-Feb 11am,14762.67
Uttar Pradesh - 2024,05-Feb 12pm,13855.02
Uttar Pradesh - 2024,05-Feb 1pm,12460.11
Uttar Pradesh - 2024,05-Feb 2pm,11804.04
Uttar Pradesh - 2024,05-Feb 3pm,10570.81
Uttar Pradesh - 2024,05-Feb 4pm,10782.72
Uttar Pradesh - 2024,05-Feb 5pm,13956.36
Uttar Pradesh - 2024,05-Feb 6pm,17283.37
Uttar Pradesh - 2024,05-Feb 7pm,17927.87
Uttar Pradesh - 2024,05-Feb 8pm,17455.76
Uttar Pradesh - 2024,05-Feb 9pm,15870.31
Uttar Pradesh - 2024,05-Feb 10pm,13967.72
Uttar Pradesh - 2024,05-Feb 11pm,12337.00
Uttar Pradesh - 2024,06-Feb 12am,11020.59
Uttar Pradesh - 2024,06-Feb 1am,10347.30
Uttar Pradesh - 2024,06-Feb 2am,10020.99
Uttar Pradesh - 2024,06-Feb 3am,9913.36
Uttar Pradesh - 2024,06-Feb 4am,10329.07
Uttar Pradesh - 2024,06-Feb 5am,11212.37
Uttar Pradesh - 2024,06-Feb 6am,11310.87
Uttar Pradesh - 2024,06-Feb 7am,12681.69
Uttar Pradesh - 2024,06-Feb 8am,13726.26
Uttar Pradesh - 2024,06-Feb 9am,14366.74
Uttar Pradesh - 2024,06-Feb 10am,15523.63
Uttar Pradesh - 2024,06-Feb 11am,15152.17
Uttar Pradesh - 2024,06-Feb 12pm,13929.06
Uttar Pradesh - 2024,06-Feb 1pm,12219.01
Uttar Pradesh - 2024,06-Feb 2pm,10913.69
Uttar Pradesh - 2024,06-Feb 3pm,9441.93
Uttar Pradesh - 2024,06-Feb 4pm,9091.46
Uttar Pradesh - 2024,06-Feb 5pm,12564.59
Uttar Pradesh - 2024,06-Feb 6pm,16681.91
Uttar Pradesh - 2024,06-Feb 7pm,17965.90
Uttar Pradesh - 2024,06-Feb 8pm,17290.90
Uttar Pradesh - 2024,06-Feb 9pm,15744.68
Uttar Pradesh - 2024,06-Feb 10pm,13808.68
Uttar Pradesh - 2024,06-Feb 11pm,12180.12
Uttar Pradesh - 2024,07-Feb 12am,11018.61
Uttar Pradesh - 2024,07-Feb 1am,10395.55
Uttar Pradesh - 2024,07-Feb 2am,10096.12
Uttar Pradesh - 2024,07-Feb 3am,10064.29
Uttar Pradesh - 2024,07-Feb 4am,10640.18
Uttar Pradesh - 2024,07-Feb 5am,11864.65
Uttar Pradesh - 2024,07-Feb 6am,12109.23
Uttar Pradesh - 2024,07-Feb 7am,13221.90
Uttar Pradesh - 2024,07-Feb 8am,14224.01
Uttar Pradesh - 2024,07-Feb 9am,14833.45
Uttar Pradesh - 2024,07-Feb 10am,14861.33
Uttar Pradesh - 2024,07-Feb 11am,13570.91
Uttar Pradesh - 2024,07-Feb 12pm,11973.26
Uttar Pradesh - 2024,07-Feb 1pm,10679.81
Uttar Pradesh - 2024,07-Feb 2pm,10647.84
Uttar Pradesh - 2024,07-Feb 3pm,9428.62
Uttar Pradesh - 2024,07-Feb 4pm,8750.92
Uttar Pradesh - 2024,07-Feb 5pm,12502.86
Uttar Pradesh - 2024,07-Feb 6pm,16953.77
Uttar Pradesh - 2024,07-Feb 7pm,18554.84
Uttar Pradesh - 2024,07-Feb 8pm,17742.25
Uttar Pradesh - 2024,07-Feb 9pm,16126.86
Uttar Pradesh - 2024,07-Feb 10pm,14026.84
Uttar Pradesh - 2024,07-Feb 11pm,12310.03
Uttar Pradesh - 2024,08-Feb 12am,11162.50
Uttar Pradesh - 2024,08-Feb 1am,10486.82
Uttar Pradesh - 2024,08-Feb 2am,10096.08
Uttar Pradesh - 2024,08-Feb 3am,10056.09
Uttar Pradesh - 2024,08-Feb 4am,10669.83
Uttar Pradesh - 2024,08-Feb 5am,11287.98
Uttar Pradesh - 2024,08-Feb 6am,11481.29
Uttar Pradesh - 2024,08-Feb 7am,13106.65
Uttar Pradesh - 2024,08-Feb 8am,14448.04
Uttar Pradesh - 2024,08-Feb 9am,15194.54
Uttar Pradesh - 2024,08-Feb 10am,14511.92
Uttar Pradesh - 2024,08-Feb 11am,13237.91
Uttar Pradesh - 2024,08-Feb 12pm,11396.91
Uttar Pradesh - 2024,08-Feb 1pm,10805.69
Uttar Pradesh - 2024,08-Feb 2pm,10676.64
Uttar Pradesh - 2024,08-Feb 3pm,9533.69
Uttar Pradesh - 2024,08-Feb 4pm,9285.12
Uttar Pradesh - 2024,08-Feb 5pm,13521.74
Uttar Pradesh - 2024,08-Feb 6pm,17424.88
Uttar Pradesh - 2024,08-Feb 7pm,19011.33
Uttar Pradesh - 2024,08-Feb 8pm,18590.62
Uttar Pradesh - 2024,08-Feb 9pm,17005.42
Uttar Pradesh - 2024,08-Feb 10pm,14848.28
Uttar Pradesh - 2024,08-Feb 11pm,13109.30
Uttar Pradesh - 2024,09-Feb 12am,11917.99
Uttar Pradesh - 2024,09-Feb 1am,11203.44
Uttar Pradesh - 2024,09-Feb 2am,10906.94
Uttar Pradesh - 2024,09-Feb 3am,10889.62
Uttar Pradesh - 2024,09-Feb 4am,11551.95
Uttar Pradesh - 2024,09-Feb 5am,12728.93
Uttar Pradesh - 2024,09-Feb 6am,12314.10
Uttar Pradesh - 2024,09-Feb 7am,12323.75
Uttar Pradesh - 2024,09-Feb 8am,14461.31
Uttar Pradesh - 2024,09-Feb 9am,16394.70
Uttar Pradesh - 2024,09-Feb 10am,17168.91
Uttar Pradesh - 2024,09-Feb 11am,16512.88
Uttar Pradesh - 2024,09-Feb 12pm,14860.76
Uttar Pradesh - 2024,09-Feb 1pm,13286.86
Uttar Pradesh - 2024,09-Feb 2pm,12334.49
Uttar Pradesh - 2024,09-Feb 3pm,11457.07
Uttar Pradesh - 2024,09-Feb 4pm,11170.04
Uttar Pradesh - 2024,09-Feb 5pm,13367.06
Uttar Pradesh - 2024,09-Feb 6pm,17107.71
Uttar Pradesh - 2024,09-Feb 7pm,17925.94
Uttar Pradesh - 2024,09-Feb 8pm,17857.46
Uttar Pradesh - 2024,09-Feb 9pm,16711.10
Uttar Pradesh - 2024,09-Feb 10pm,14736.01
Uttar Pradesh - 2024,09-Feb 11pm,13053.54
Uttar Pradesh - 2024,10-Feb 12am,11927.37
Uttar Pradesh - 2024,10-Feb 1am,11279.40
Uttar Pradesh - 2024,10-Feb 2am,10951.74
Uttar Pradesh - 2024,10-Feb 3am,10878.19
Uttar Pradesh - 2024,10-Feb 4am,11502.16
Uttar Pradesh - 2024,10-Feb 5am,12531.92
Uttar Pradesh - 2024,10-Feb 6am,11974.26
Uttar Pradesh - 2024,10-Feb 7am,13038.90
Uttar Pradesh - 2024,10-Feb 8am,14239.82
Uttar Pradesh - 2024,10-Feb 9am,15807.24
Uttar Pradesh - 2024,10-Feb 10am,16781.65
Uttar Pradesh - 2024,10-Feb 11am,15794.85
Uttar Pradesh - 2024,10-Feb 12pm,14580.05
Uttar Pradesh - 2024,10-Feb 1pm,13276.57
Uttar Pradesh - 2024,10-Feb 2pm,12693.20
Uttar Pradesh - 2024,10-Feb 3pm,11528.42
Uttar Pradesh - 2024,10-Feb 4pm,11106.66
Uttar Pradesh - 2024,10-Feb 5pm,13556.76
Uttar Pradesh - 2024,10-Feb 6pm,17430.70
Uttar Pradesh - 2024,10-Feb 7pm,18741.51
